time	expire_status	product_name	long_desc	price	regular_price	volume
2015/6/30 21:57:1	2	"雅诗兰黛完美修护润唇膏 3.6g"	"雅诗兰黛(Estee Lauder)完美修护润唇膏3.6g，一款轻盈的唇部护理产品！"	39.9	59	"4"
2015/6/30 21:57:1	1	"日本花王纸尿裤L58*3"	"【自营】日本花王纸尿裤L(54+4)*3，适合9-14kg宝宝"	435	510	0
2015/6/30 21:57:1	1	"日本花王纸尿裤L58*2"	"【自营】日本花王纸尿裤L(54+4)*2，适合9-14kg宝宝"	305	340	0
2015/6/24 23:57:59	1	"Fancl 再生亮白营养素30日"	"将美白针最有效成分L-Cysteine加入fancl美白丸，可以吃的美白针"	129	179	"21749"
2015/6/24 23:57:59	1	"丽得姿AMINO水库面膜贴10片"	"“膜”界神话丽得姿，第三代升级回归！一解皮肤“干渴”。"	69.9	139	"25856"
2015/6/24 23:57:59	1	"可莱丝超保湿水库针剂面膜贴10片"	"韩国销量神话！可莱丝针剂水库面膜，媲美玻尿酸注射，15分钟塑造水漾容颜！"	99	179	"16354"
2015/6/24 23:57:59	1	"Swisse胶原蛋白液"	"Swisse明星爆款【胶原蛋白口服液】撕掉皮肤保质期，让女人永久保鲜！"	169	289	"8328"
2015/6/24 23:57:59	2	"高丝玻尿酸高效保湿面膜30抽"	"每天敷5分钟面膜，肌肤水嫩欲滴。高丝（Kose）玻尿酸高效保湿面膜30抽"	59.9	135	"27360"
2015/6/24 23:57:59	1	"Guerisson奇迹马油霜企划套组"	"从此爱上肌肤触感！Guerisson奇迹马油霜，还你无印美肌！"	107	159	"11516"
2015/6/24 23:57:59	1	"麦迪安86牙膏白色亮白版3支装"	"无需昂贵费用，免受洗牙痛苦，打造韩剧主角同款白牙，亮出自信笑容"	45	79	"21272"
2015/6/24 23:57:59	1	"FANCL HTC胶原蛋白片 30日"	"FANCL HTC胶原蛋白片 30日，撕掉皮肤保质期，让女人永久保鲜！"	89	139	"10811"
2015/6/24 23:57:59	1	"水宝宝水嫩防晒乳SPF30+ 3oz"	"水宝宝(Coppertone)水嫩防晒乳SPF30+ 3oz，高效无禁忌防晒！"	39.9	45	"22388"
2015/6/24 23:57:59	1	"贝佳斯矿物营养泥浆膜 212g"	"贝佳斯矿物营养绿泥面膜212g，世界上最好用的清洁面膜！"	89	336	"9984"
2015/6/24 23:57:59	1	"药用胎盘素配合美白化妆水"	"Cosme大赏前三名化妆水，敷脸好搭档，胎盘素鼻祖！"	65	129	"12925"
2015/6/24 23:57:59	1	"嘉娜宝肌美精Kracie"	"它被评为日本人都囤不够的美白面膜！肌美精当家爆款	59	115	"13375"
2015/6/24 23:57:59	2	"Skinlook UVKILL防晒喷雾SPF50+"	"白皙整个夏天，只要一喷就行，无油感SPF50高倍防晒，想露就露阳光晒不黑"	59	109	"15495"
2015/6/24 23:57:59	1	"ALOVIVI 蜂王浆VC精华面膜"	"日本药妆店销量超越日用卫生巾的【麻袋面膜】。45片【1斤装】让你亮出来！"	49	89	"13319"
2015/6/24 23:57:59	1	"Pukku Puku腋下苏打泡沫清洁膏"	"日本95%女孩都在用的腋下美白清洁膏。告别腋下黑，举手无死角	59	115	"11214"
2015/6/24 23:57:59	2	"长寿乃里100%胶原蛋白蚕丝线球"	"日本“不老仙妻”亲力推荐，长寿乃里100%胶原蛋白蚕丝球！"	499	750	"1795"
2015/6/24 23:57:59	1	"彩虹Rainbow三部曲水库面膜"	"首创面膜三部曲!洁面，精华，面膜，堪比补水三剂针！"	69	129	"8455"
2015/6/24 23:57:59	1	"自然晨露清洁黑面膜贴"	"黑面膜鼻祖现身，仿品请靠边儿站！强力吸附黑吃黑，毛孔问题不再累。"	79	149	"7137"
2015/6/24 23:57:59	1	"爱茉莉太平洋水加分健康减肥茶"	"韩国爱茉莉纤体饮料（30袋）切断脂肪链，安全不反弹，轻松享“瘦”！"	79	169	"6571"
2015/6/24 23:57:59	1	"博柏利玲珑淡香水35ml"	"博柏利(Burberry)玲珑淡香水35ml，你值得拥有的奢华香调！"	119	569	"4501"
2015/6/24 23:57:59	1	"SNP海洋燕窝补水精华面膜10片"	"Beautiful Days热推!SNP燕窝补水面膜*10	89	218	"5923"
2015/6/24 23:57:59	1	"ASTY菠萝豆乳美白保湿抑毛喷雾"	"ASTY菠萝豆乳美白保湿抑毛喷雾，每天喷一喷，多毛女汉轻松变女神！"	69	135	"6919"
2015/6/24 23:57:59	1	"彩虹三部曲VC美白面膜贴10片\/盒"	"全韩妹纸排队难抢的【Rainbow三部曲VC美白面膜】，不反弹的美白针！"	69	129	"6662"
2015/6/24 23:57:59	1	"it&#039;s skin蜗牛旅行6件套"	"It&#039;s skin蜗牛6件套 ，史上最强全明星爆款组合	69	149	"6501"
2015/6/24 23:57:59	1	"欣兰黑里透白冻膜225g"	"清洁面膜佳丽三千，欣兰黑里透白冻膜225g，当属皇后！"	89	218	"5293"
2015/6/24 23:57:59	1	"水宝宝超透气防晒乳SPF30++ 8oz"	"无惧烈日，享受夏日阳光！水宝宝(Coppertone)超透气防晒乳SPF30++ 8oz。"	99	109	"4501"
2015/6/24 23:57:59	2	"宝露露（PORORO）驱蚊喷雾"	"驱蚊小天才	39	79	0
2015/6/24 23:57:59	2	"SPOPAD便携腹部瘦身运动机POWER4"	"Spopad便携腹部瘦身运动机power4，小蛮腰“震”当道，轻松享“瘦”不费力！"	399	600	"1377"
2015/6/24 23:57:59	1	"可莱丝NMF水库洗面奶"	"可莱丝NMF（MEDIHEAL）水库洗面奶，为肌肤做个活泉大扫除！"	49	89	"7060"
2015/6/24 23:57:59	1	"近江兄弟(OMI) 小熊防晒套组"	"一支防晒怎么够？近江兄弟(OMI) 小熊防晒套组，满足你整个夏天防晒需求！"	59	99	"6147"
2015/6/24 23:57:59	2	"高丝婴儿肌 VC美白保湿面膜套组"	"让婴儿般的皮肤与你相随，日本无可撼动的面膜王牌，顷刻焕发细嫩白皙美肌"	69	149	"5701"
2015/6/24 23:57:59	1	"卡文克莱卡莱比中性淡香水"	"卡文克莱卡莱比淡香水100ml，散发出性感撩人的芳香，诠释自我与私密之意！"	119	510	"3160"
2015/6/24 23:57:59	1	"boots小黄瓜美白乳液150ml"	"让人一试不愿放手的英国国民品牌明星产品，boots小黄瓜美白乳液150ml。"	49.9	55	"5803"
2015/6/24 23:57:59	2	"lululun高度美白清爽面膜"	"说到嘴干打到手软也无法形容它的好。Cosme大赏面膜部门第2位。"	39	89	"8812"
2015/6/24 23:57:59	1	"水宝宝儿童持续防晒喷雾"	"水宝宝(Coppertone)儿童持续防晒喷雾SPF30+ 6oz，宝宝开心，妈妈放心！"	99	109	"3193"
2015/6/24 23:57:59	1	"水宝宝水嫩防晒乳SPF30+ 8oz"	"水宝宝(Coppertone)水嫩防晒乳SPF30+ 8oz，从此全家安心共享阳光温暖！"	99	109	"3392"
2015/6/24 23:57:59	2	"高丽雅娜肉毒杆菌深度补水面膜"	"高丽雅娜亲民【急救组合】！10瓶王牌肉毒+10片补水面膜，1夜拿下重要场合。"	99	179	"3377"
2015/6/24 23:57:59	1	"欧树平衡补水舒缓眼霜15ml"	"欧树平衡补水舒缓眼霜15ml，让你的双眼电力十足，增强眼部抵抗能力！"	109	260	"3006"
2015/6/24 23:57:59	2	"Amini 柠檬维生素洁面液"	"独创VC碳酸泡泡水， 毛孔的360°清洁奇迹，漂洋过海只为让你素颜自信！"	59	109	"5311"
2015/6/24 23:57:59	1	"DIAFORCE贵妇黄金钻石眼膜"	"让双眼细纹晚来五年，黄金超导吸收技术，隐藏眼纹黑眼圈，留住年轻紧致双眼"	79	129	"3630"
2015/6/24 23:57:59	2	"FANCL纳米玻尿酸片30日"	"1粒=保湿玻尿酸强效注射！FANCL纳米玻尿酸片30日，从内而外养出水润好皮肤"	99	159	"3010"
2015/6/24 23:57:59	1	"香蕉船晒后修复芦荟胶236ml"	"香蕉船晒后修复芦荟胶，美国权威医师指定产品！"	49.9	99	"5013"
2015/6/24 23:57:59	1	"SOLONE缤纷乐园眼彩盒"	"台湾女生年度最爱彩盘盒solone8色眼影盒，极易上色持久服帖，轻松画电眼妆"	56	149	"4087"
2015/6/24 23:57:59	1	"托尼魅力足部角质护理膜"	"托尼魅力（Tonymoly）足部角质护理膜，打造一双完美白净的小脚丫！"	49	89	"4186"
2015/6/24 23:57:59	1	"思亲肤黑糖光彩嫩肤面膜"	"韩国大名鼎鼎“吸尘”老大，让角质污垢一吸就走！皮肤净透到尖叫！"	69	129	"3333"
2015/6/24 23:57:59	1	"DUP 双眼皮贴（显效款）"	"COSME大赏NO.1！DUP隐形双眼皮贴，改写单眼皮宿命。回眸间，女神驾到！"	49	96	"4201"
2015/6/24 23:57:59	1	"TOSOWOONG RX 妊娠除皱霜"	"美丽不留纹，韩国第一网站孕妇类用品排名NO.1妊娠除皱霜，比基尼秀起来"	99	179	"2812"
2015/6/24 23:57:59	1	"水宝宝水嫩无泪无香纯净防晒乳"	"防水防晒，保护肌肤！水宝宝水嫩无泪无香纯净防晒乳SPF30+ 8oz！"	99	109	"2934"
2015/6/24 23:57:59	1	"彩虹三部曲黑炭水库面膜贴"	"首创黑面膜三部曲神话，明洞新品尝鲜，彩虹三部曲黑炭水库面膜贴10片"	69	129	"3006"
2015/6/24 23:57:59	1	"箭牌经典控油洗发水"	"箭牌经典控油洗发水，风靡全球“无硅”洗发鼻祖，超乎想象头发急急长！"	65	88	"3240"
2015/6/24 23:57:59	1	"柒牌(SEVEN7) 外用瘦脸啫喱 绿色"	"抹出小V脸，拒绝瘦脸针！日本seven 7新推出柒牌外用瘦脸啫喱。"	119	245	"2647"
2015/6/24 23:57:59	2	"资生堂尿素美白保湿身体乳"	"风靡日本的高端尿素美容！资生堂尿素身体乳，全身丝滑到极致，嫩白到尖叫！"	45	80	"4085"
2015/6/24 23:57:59	1	"美体小铺生姜防脱洗发水400ml"	"美体小铺生姜防脱洗发水400ml，以“发”示人，从头再来！"	79.9	111	"2670"
2015/6/24 23:57:59	1	"ElizaveccaPiggy小白猪海盐面膜"	"小白猪海盐面膜，美白冻龄美颜法，不“止”嫩，更“耀”白。"	58.9	218	"2993"
2015/6/24 23:57:59	1	"STYLE NARA魔力瘦身贴"	"这一贴，就够你“瘦”!韩国【强力版】懒人瘦身贴，8小时享“瘦”不停!"	69.9	119	"2800"
2015/6/24 23:57:59	1	"思亲肤鲑鱼保湿滋润眼霜"	"SKINFOOD二代当家眼霜现身。只有逃不掉的熬夜累，没有抹不掉的纹、痛、黑！"	99	179	"2427"
2015/6/24 23:57:59	1	"彩虹可爱动物熊猫面膜10片\/盒"	"混世“膜”王，熊猫出洞。彩虹动物熊猫美白保湿面膜10片装。"	69	129	"2763"
2015/6/24 23:57:59	1	"维多利亚的秘密身体香氛喷雾"	"维多利亚的秘密Fantasies系列身体香氛喷雾250ml，说走就走，我愿意。"	89	148	"2447"
2015/6/24 23:57:59	1	"AHC 24K黄金水洗面膜3支\/盒"	"被誉为紧致肌肤小熨斗，韩国殿堂级高端品牌 A.H.C， 黄金水洗面膜3只装！"	279	479	"2689"
2015/6/24 23:57:59	1	"OPI 经典底油亮油套"	"OPI 经典底油亮油套(底油15ml+亮油15ml)，全球美甲专家帮你呵护指甲。"	89.9	238	"2427"
2015/6/24 23:57:59	1	"MaxClinic鱼子酱魔力卸妆洗面奶"	"素颜抛头露面？可以只靠洗脸！清潭洞七星级酒店VVIP客户养颜秘籍首次曝光。"	89	169	"2605"
2015/6/24 23:57:59	1	"可莱丝L.I.P保湿唇膜 4贴\/盒"	"可莱丝推出魔幻唇膜啦！韩国医美科技，专业修复唇部问题，还你婴儿般美唇！"	39.9	69	"3383"
2015/6/24 23:57:59	2	"东国制药水油平衡毛孔修复2in1霜"	"T区和U区分开护肤啦！韩国Dongkook水油平衡毛孔修复2in1霜，7天让你换张脸"	89	169	"2028"
2015/6/24 23:57:59	1	"天然燕麦婴幼儿润肤洗发沐浴"	"别high了，洗洗睡！美国顶尖天然燕麦洗发沐浴二合一，洗出最水润嫩白的baby"	59.9	119	"2656"
2015/6/24 23:57:59	1	"菲拉格慕魔法奇缘女士淡香水30ml"	"菲拉格慕（Ferragamo）魔法奇缘女士淡香水30ml，章显独一无二美人。"	99	460	"2493"
2015/6/24 23:57:59	1	"箭牌深层保湿护发素946ml"	"秀发的专属水疗SPA！箭牌全新深层保湿护发素946ml，拯救“干枯毛发”！"	99	169	"2468"
2015/6/24 23:57:59	1	"浪凡珍妮紫漾霓裳女士香水30ml"	"浪凡珍妮紫漾霓裳香水30ml，一见钟情的纯情诱惑，法式浪漫从此延伸"	119	458	"2657"
2015/6/24 23:57:59	2	"自然乐园 纯天然鳄梨面膜10片装"	"肌肤来场酪梨大餐，水嫩吃出来！自然乐园纯天然鳄梨面膜10片装"	49	90	"2777"
2015/6/24 23:57:59	1	"SkinBody瘦身溶脂贴"	"8小时，急塑好身材！韩国SkinBody瘦身溶脂贴，轻松贴，不反弹，超享瘦！"	69.9	91	"2899"
2015/6/24 23:57:59	1	"米兰黎 （Milani）眉部套装 4.2g"	"米兰黎眉部套装02#，专业级眉部套装逆转“眉运”，菜鸟也变“美眉”！"	69.9	79	"2560"
2015/6/24 23:57:59	1	"稀拉克儿祛痘印修复霜"	"一涂一抹，“痘花妹”变“洋娃娃”！稀拉克儿修复霜，解决你的面子问题。"	99	220	"2693"
2015/6/24 23:57:59	1	"Montagne Jeunesse死海泥矿物"	"Montagne Jeunesse死海泥矿物面膜三片装，肃清尘垢，只为遇见“泥”！"	39.9	49.9	"3076"
2015/6/24 23:57:59	2	"娇韵诗Clarins温和清洁乳"	"娇韵诗（Clarins）温和清洁乳，温和清洁，柔嫩肌肤。"	119	240	"1047"
2015/6/24 23:57:59	1	"海蓝之谜（LAMER）精华乳霜3.5ml"	"肌肤焕变奇迹！海蓝之谜（LAMER）精华乳霜3.5ml，再赋全球修护经典！"	79	187	"2450"
2015/6/24 23:57:59	1	"菲诗小铺鲜竹舒缓凝胶"	"不拒烈日炎炎，绿竹让肌肤凉爽过夏天。99%鲜竹舒缓凝胶300ml"	39	69	"2700"
2015/6/24 23:57:59	1	"贝芳阿葇码细致毛孔精华啫喱"	"毛孔只知清洁不知缩，护肤都白做！BF毛孔精华啫喱，孔慌拜拜，自信回来！"	99	189	"2469"
2015/6/24 23:57:59	1	"欧树（Nuxe）蜂蜜洁面啫喱"	"欧树（Nuxe）蜂蜜洁面啫喱，有效柔肤、舒缓、紧致肌肤，重拾肌肤洁净！"	89	199	"2520"
2015/6/24 23:57:59	1	"亦博（IOPE）恒久保湿小样5件套"	"爆款集结，全能保湿，IOPE恒久补水旅行五件套，轻松收割整条街的回头率"	49	89	"2600"
2015/6/24 23:57:59	1	"自然乐园 纳益其尔清新绿茶面霜"	"自然乐园继芦荟胶后又一力作，一款韩国妹子夏天最爱用的清爽面霜"	59	100	"2511"
2015/6/24 23:57:59	1	"lilicoco热感按摩啫喱150g"	"15天轻松瘦！Lilicoco纯中药瘦身啫喱150g，安全速瘦不是梦！"	69	175	"2582"
2015/6/24 23:57:59	1	"沙拉女孩万能精油二合一面霜"	"万人分享的精油全效万能修护面霜，只有在韩国能买到的“活力安瓶”。"	89	179	"2796"
2015/6/24 23:57:59	1	"米兰黎 （Milani）眼线膏 2g"	"一盒=眼线+眼影，“膏”定迷人眼妆！米兰黎 （Milani）眼线膏 2g"	59.9	69	"2604"
2015/6/24 23:57:59	1	"菲诗小铺自然阳光防晒啫喱SPF40"	"初夏最抢手，这是一只会呼吸的防晒：菲诗小铺自然阳光防晒啫喱SPF40\/PA+++"	69	129	"2616"
2015/6/24 23:57:59	1	"倩碧洁面皂（油性）100g"	"经典三部曲第一步，倩碧洁面皂（油性）100g，向完美肌肤说YES！"	99	160	"2735"
2015/6/24 23:57:59	2	"菊正宗酒造 日本酒高保湿化妆水"	"日本最平价的神仙水，清酒第一品牌菊正宗，全新升级高保湿化妆水"	89	145	"2044"
2015/6/24 23:57:59	2	"FANCL 天然维生素C 30日"	"FANCL推出真正天然维生素C之王，补充美丽女人必不可少的VC！"	39	69	"1523"
2015/6/24 23:57:59	1	"TooCoolForSchool瘦身泡泡梳打"	"定点清除赘肉，减重塑性同步进行，韩国最火瘦身梳打，让你不知不觉成瘦子。"	79	149	"2869"
2015/6/24 23:57:59	1	"自然乐园加利福尼亚芦荟精华"	"解救日晒干渴肌！自然乐园芦荟精华35ml，肌肤深“解渴”，水润嘭嘭不停！"	59	100	"2736"
2015/6/24 23:57:59	2	"思亲肤番茄抗皱防晒霜SPF36"	"思亲肤（SKINFOOD）番茄抗皱防晒霜SPF36，今夏不可错过的一款防晒霜。"	49	89	"1982"
2015/6/24 23:57:59	1	"水宝宝水嫩防晒棒SPF30+ 0.6oz"	"水宝宝(Coppertone)水嫩防晒棒SPF30+ 0.6oz，保护宝宝娇嫩敏感肌肤。"	39.9	45	"2912"
2015/6/30 23:54:59	1	"水宝宝水嫩快干防晒喷雾SPF30+"	"水宝宝水嫩快干防晒喷雾SPF30+ 6oz，让幼嫩的肌肤可以尽情享受夏日阳光。"	79	109	"22717"
2015/6/30 23:54:59	1	"我的美丽日记超值套装"	"台湾膜王【我的美丽日记】2大爆款登场，换季补水好时机，完美焕肤到尖叫！"	99	240	"12473"
2015/6/30 23:54:59	1	"童年时光婴儿钙镁锌液体钙474ml"	"全球唯一一款孩子6个月就开始服用的钙营养液，让你的孩子赢在起跑线"	99	189	0
2015/6/30 23:54:59	1	"自然乐园完美保湿芦荟胶300ml"	"连续7年畅销全国NO.1，自然乐园nature republic92%芦荟胶300ml。"	39	70	"24316"
2015/6/30 23:54:59	1	"芳芯女性私密洗护液250ML"	"全球私处洗护首选，无皂添加远离妇科疾病，从此告别难“炎”之隐。"	49.9	59	"14585"
2015/6/30 23:54:59	1	"LOVESOAP金装私处美白手工皂"	"女人粉嫩柔润，男人有求必“硬”！日本tokyo私处皂升级款，给你绝世好MM！"	107	138	"6939"
2015/6/30 23:54:59	2	"Sagami 0.01套超薄避孕套"	"别再反复确认，真的已经戴了套，世界上最薄的避孕套，快感与安全亲密无间"	99	195	0
2015/6/30 23:54:59	1	"欣兰黑里透白冻膜225g"	"清洁面膜佳丽三千，欣兰黑里透白冻膜225g，当属皇后！"	89	218	"6901"
2015/6/30 23:54:59	1	"水宝宝超透气防晒乳SPF30+ 8oz"	"无惧烈日，享受夏日阳光！水宝宝(Coppertone)超透气防晒乳SPF30+ 8oz。"	79	109	"7751"
2015/6/30 23:54:59	1	"可莱丝NMF超保湿针剂睡眠面膜5片"	"可莱丝有史以来【最强面膜】，纸膜变免洗，水库再升级，无膜也逼“针”！"	59.9	109	"9826"
2015/6/30 23:54:59	1	"贝佳斯矿物营养白泥面膜 200ml"	"刷新面膜界新鲜事儿！敏感肌清洁面膜首选：贝佳斯矿物营养白泥面膜200ml"	89	336	"6171"
2015/6/30 23:54:59	2	"希思黎(sisley)全能乳液125ml"	"【香港直邮】希思黎全能乳液125ml	799	1620	"1515"
2015/6/30 23:54:59	1	"Style Nara美白防晒喷雾SPF48"	"香肩美腿Show出来！韩国全身美白防晒神器！不做黑[油]物 ，一喷[白]肤美！"	69	180	"6554"
2015/6/30 23:54:59	1	"FANCL无添加纳米卸妆油120ml"	"@cosme卸妆部NO.1，Fancl无添加纳米卸妆油120ml，一溶即化，遇水即净"	119	230	"3737"
2015/6/30 23:54:59	1	"丽得姿水库黑炭面膜10片\/盒"	"2015丽得姿创新升级！水库黑炭面膜，以黑吸“黑”，一针解“渴”！"	99	180	"4437"
2015/6/30 23:54:59	1	"近江兄弟(OMI) 小熊防晒套组"	"一支防晒怎么够？近江兄弟(OMI) 小熊防晒套组，满足你整个夏天防晒需求！"	59	99	"6633"
2015/6/30 23:54:59	1	"熊野油脂油双倍清洁洗面奶130g"	"痘痘频发只因肌肤有炎症！马油双倍清洁洗面奶，消炎平痘，洗出通透美肌！"	39	89	"9158"
2015/6/30 23:54:59	1	"箭牌经典控油洗发水946ml"	"箭牌经典控油洗发水946ml，风靡全球无硅洗发鼻祖，超乎想象头发急急长！"	99	169	"3557"
2015/6/30 23:54:59	1	"高丽雅娜E.G.F安瓶精华7日装"	"你知道吗？你卸了妆已经不再是个少女了！高丽雅娜全新7支装肉毒精华礼盒"	119	219	"3304"
2015/6/30 23:54:59	2	"OBIDOS 费洛蒙香水（fox）"	"韩国已婚大叔也招架不住的【处女香】。让你的每一次都是他的第一次。"	99	227.8	"2422"
2015/6/30 23:54:59	2	"花王Merries 拉拉裤L50片"	"花王Merries 拉拉裤L50片，适用于9-14kg，比纸尿裤贴身和有弹性。"	99	170	0
2015/6/30 23:54:59	1	"思亲肤芦荟三重防晒霜"	"肌肤放心食用的防晒！隔离、防晒、修复，一步到位！思亲肤芦荟三重防晒霜"	59	109	"4415"
2015/6/30 23:54:59	1	"Style nara 葡萄籽针剂面膜"	"韩国梨大校花的守白法宝！明洞TOP热销货架的守擂王！日敷一膜，不白都难"	59	129	"4053"
2015/6/30 23:54:59	1	"碧缇丝免水洗发喷雾200ml"	"碧缇丝免水洗发喷雾（原味），洗头烦恼，一喷解决！"	39.9	79	"5430"
2015/6/30 23:54:59	1	"可莱丝美白透亮针剂睡眠面膜5片"	"微整膜王可莱丝美白针剂面膜，替代美白针，一袋白一度安全不反弹！"	59.9	109	"3889"
2015/6/30 23:54:59	1	"菲拉格慕闪耀光采女士淡香水30ml"	"菲拉格慕闪耀光采女士淡香水30ml，仿佛阳光的照耀，散发淡淡花果清香！"	79	450	"3551"
2015/6/30 23:54:59	1	"嘉宝草莓苹果口味星星泡芙 42g"	"嘉宝（Gerber）草莓苹果口味星星泡芙 42g，只要吃过就会迷上它。"	25	48	0
2015/6/30 23:54:59	1	"思亲肤黑糖光彩嫩肤面膜"	"韩国大名鼎鼎“吸尘”老大，让角质污垢一吸就走！皮肤净透到尖叫！"	69	129	"3437"
2015/6/30 23:54:59	2	"SIERRA CHATON 费洛蒙香水"	"以味道牵动他的神经，让欧巴的身体无法招架的勾魂香，夜夜为你神魂颠倒"	79	183.8	"2686"
2015/6/30 23:54:59	1	"365mc减肥茶"	"“撕掉”肥肉，“喝”出S身材，韩国国民认证365医院出品，从此脂肪是路人！"	69	129	"3467"
2015/6/30 23:54:59	1	"水宝宝儿童防晒泡沫SPF30++ 6oz"	"炎炎的烈日下，孩子也可尽情玩耍！水宝宝儿童防晒泡沫SPF30++ 6oz。"	79	109	"3126"
2015/6/30 23:54:59	1	"思亲肤鲑鱼保湿滋润眼霜"	"SKINFOOD二代当家眼霜现身。只有逃不掉的熬夜累，没有抹不掉的纹、痛、黑！"	99	179	"2731"
2015/6/30 23:54:59	1	"可莱丝祛痘去粉刺金装双倍面膜贴"	"可莱丝首款分段式凝胶面膜！PDF镇静祛痘面膜10片，2倍精华，战痘双倍升级！"	109	199	"2540"
2015/6/30 23:54:59	2	"MICRO 圆点颗粒情趣安全套 8P"	"韩国MICRO 圆点颗粒情趣安全套 8P，女人夜夜高潮、男人欲“拔”不能！"	39	95.8	"5044"
2015/6/30 23:54:59	2	"一理弹力保湿滋润沐浴套装"	"跟千颂伊“浴”见健康水嫩肌，一理限量超值礼盒，一瓶价格带走整个套盒！"	99	179	"1665"
2015/6/30 23:54:59	1	"丽得姿AMINO AC蜗牛修复面膜贴"	"“膜”界神话丽得姿，第三代升级回归！ 蜗牛修护新“肌”密！"	69.9	127	"2873"
2015/6/30 23:54:59	1	"嘉宝蜜桃口味星星泡芙 42g"	"嘉宝（Gerber）蜜桃口味星星泡芙 42g，真正水蜜桃肉制成的泡芙！"	25	48	0
2015/6/30 23:54:59	2	"福冈医生唇部肌肉提升锻炼矫正器"	"每天5分钟告别嘴周细纹，提拉肌肉从源头抹平细纹，日本童颜秘密"	109	185	"1881"
2015/6/30 23:54:59	1	"香蕉船晒后修复芦荟胶236ml"	"香蕉船晒后修复芦荟胶，美国权威医师指定产品！"	49.9	99	"3340"
2015/6/30 23:54:59	1	"ASTY马油竹炭剥离式清洁面膜"	"日本MM大爱的ASTY马油竹炭剥离式清洁面膜！每周一次，轻松剥出嫩滑蛋白肌！"	59	159	"2906"
2015/6/30 23:54:59	1	"雅诗兰黛修护肌透精华露双件套"	"见证10大年轻真相！雅诗兰黛特润修护肌透精华露双件套。"	99	199	"2662"
2015/6/30 23:54:59	1	"Guerisson马油24K金面膜贴套装"	"媲美真金，修复奇迹！Guerisson马油24K金面膜贴，还你活力肌肤！"	99	159	"2760"
2015/6/30 23:54:59	1	"嘉宝香蕉草莓燕麦米粉227g 罐装"	"嘉宝3段香蕉草莓谷物燕麦米粉227g ，有效促进宝宝身体和智力发育。"	35	49	0
2015/6/30 23:54:59	1	"世界最好婴儿一段有机大米米粉"	"世界最好婴儿一段辅食 有机大米米粉 227g，美国高端婴儿有机食品。"	33	89	0
2015/6/30 23:54:59	1	"世界最好婴儿谷物燕麦米粉"	"世界最好婴儿二段辅食谷物燕麦米粉227g，美国高端婴儿有机食品。"	33	89	0
2015/6/30 23:54:59	1	"SHAKU熊野笔去黑头毛孔清洁刷"	"祛顽固黑头，你只差一笔之遥。SHAKU熊野巨匠鼻专用洗鼻软毛刷。"	109	185	"2590"
2015/6/30 23:54:59	1	"加州宝宝金盏花泡泡沐浴露 384ml"	"好莱坞妈妈的挚爱！加州宝宝婴儿沐浴露，洗去湿疹、痱子，温和无泪配方！"	109	319	"2586"
2015/6/30 23:54:59	1	"博柏利风格女士淡香水30ml"	"俏皮又不失优雅！Burberry风格女士淡香水30ml，清甜花果香，你的专属气息！"	119	380	"2630"
2015/6/30 23:54:59	1	"niniMONICA空气感立体双效遮瑕膏"	"号称业界最强遮瑕！niniMONICA双色遮瑕膏7g，变身VIVI女神，迷晕他！"	58	120	"2823"
2015/6/30 23:54:59	1	"医食同源(ISDG)弗斯可林40粒\/袋"	"医食同源弗斯可林40粒\/袋， 风靡日本的瘦身产品， 绿色快速健康瘦身。"	99	219	"2881"
2015/6/30 23:54:59	1	"GENKI Strawberry洗发水"	"日本乐天市场10年不败的【少女发香】洗发水，给他轻易忘不掉的香滑触感。"	89	145	"2495"
2015/6/30 23:54:59	1	"ASTY泡沫洗面奶200ml"	"首创马油酵素黄金配比，强修复+深清洁，@cosme日本主推最热洁面。"	69	150	"2409"
2015/6/30 23:54:59	1	"雅诗兰黛净莹柔肤洁面乳30ml"	"细致清理每一寸肌肤，雅诗兰黛(Estee Lauder)净莹柔肤洁面乳30ml。"	39.9	68	"3260"
2015/6/30 23:54:59	1	"IPI美白祛斑精华金装双倍面膜贴"	"韩国“膜”界药妆升级版	109	199	"2573"
2015/6/30 23:54:59	1	"SkinBody瘦身溶脂贴"	"8小时，急塑好身材！韩国SkinBody瘦身溶脂贴，轻松贴，不反弹，超享瘦！"	69.9	91	"2770"
2015/6/30 23:54:59	1	"兰蔻催眠防水浓密睫毛膏（防水）"	"兰蔻浓睫大眼睫毛膏，完爆美睫细微死角！30秒变芭比娃娃！"	119	340	"2829"
2015/6/30 23:54:59	1	"DR 防晒喷雾"	"不管你是哪型血，外出就要畅快嗨！日本首款集防虫&amp;防晒于一身的身体喷雾。"	89	175	"2726"
2015/6/30 23:54:59	2	"浪凡玫瑰传说淡香精30ml"	"优雅，正在蔓延！浪凡（LANVIN）玫瑰传说淡香精30ml，玫瑰人生，传奇女人！"	79	458	"1274"
2015/6/30 23:54:59	1	"海蓝之谜（LAMER）精华面霜3.5ml"	"海蓝之谜（LAMER）精华面霜3.5ml，明显改善粗大毛孔与干燥现象。"	89	187	"2801"
2015/6/30 23:54:59	1	"Montagne Jeunesse死海泥矿物"	"Montagne Jeunesse死海泥矿物面膜三片装，肃清尘垢，只为遇见“泥”！"	39.9	49.9	"3029"
